tide_height,wind_speed,sea_temp,rainfall,mangrove_index,past_event,risk_level,region_name,timestamp___date,tide_zone
1.5862721922915501,18.57735601062159,31.205847332746146,116.00356761472922,0.6519995419926111,Cyclone,Dangerous,Tamil Nadu Coast,10-01-1999,Intertidal
2.343831038481177,26.11054206386996,30.860574982066925,1.670680745469555,0.7210998846492752,Cyclone,Dangerous,Mumbai Coast,30-08-1986,Offshore
2.654435207043228,43.77730612647167,28.309747085753248,18.106176138484106,0.6216348534689279,Illegal dumping,Caution,West Bengal Coast,17-07-1994,Low Tide
0.9421275424912852,18.929970750230318,26.783375590471415,18.108083825797127,1.0209375286037163,Illegal dumping,Caution,Odisha Coast,30-10-1993,High Tide
2.2585384765587486,8.351672641201693,25.63757310871454,53.78477089639731,0.543831332126253,Erosion,Caution,Tamil Nadu Coast,30-07-1997,Intertidal
1.7671295071399913,14.325948781915326,28.07605089314765,13.082836960470763,0.9209610022064849,None,Safe,Gujarat Coast,30-03-1983,Intertidal
2.1170030875595285,38.287145735255244,29.266946095054596,17.752460134239087,0.8502934189153665,Illegal dumping,Caution,Gujarat Coast,21-06-1992,Low Tide
2.4016981434838125,29.768647236381977,27.243191647741643,14.034548611476866,0.695181052316226,Cyclone,Safe,Kerala Coast,08-04-1989,High Tide
1.883584363836656,26.206489382185676,22.48412654048749,4.645276689487655,0.5334795637926617,Flooding,Dangerous,Kerala Coast,13-09-2013,Intertidal
1.9744705644553988,19.99573233238166,31.300791492252905,3.527908057599756,0.5560066073980404,None,Safe,Mumbai Coast,06-07-1997,Offshore
1.8422223518062315,32.091053995361136,28.764038481403198,12.428505531264312,0.6284428816835612,None,Safe,Tamil Nadu Coast,09-09-2015,Low Tide
2.606468054319984,17.386054442510627,27.446944149218645,3.7849870611037524,0.35701072087608743,None,Safe,Tamil Nadu Coast,19-05-2010,High Tide
2.265641189449022,31.13802303274057,30.093514619307676,17.399553259909453,0.5235951308427715,None,Safe,West Bengal Coast,23-09-2003,Intertidal
2.1586994383186355,16.51668356553682,31.70014326383022,7.167349281790571,0.4348723386303729,None,Safe,West Bengal Coast,23-05-2005,Offshore
1.2672998124680812,15.869892346152517,21.05990652509469,18.020699726902784,0.9597345847155707,Erosion,Caution,West Bengal Coast,02-01-1987,Low Tide
1.71163724040519,17.68517301044574,29.231354355390785,3.9831133631254323,0.7963989457473268,None,Safe,Kerala Coast,28-06-2001,High Tide
2.540206104781336,22.398884011477815,24.453547869787045,58.880093710117904,0.8669114051439657,None,Safe,Tamil Nadu Coast,09-08-1985,Intertidal
1.9263329933985112,26.809067398065793,28.870764808641642,48.20347391551883,0.7938971576205094,None,Safe,Tamil Nadu Coast,10-07-1987,Offshore
2.341122226469699,28.958047272424555,27.953876806073545,5.083791001839644,0.7151824295671788,None,Safe,Gujarat Coast,05-02-2005,Low Tide
3.059499359896569,16.920618748105117,29.732835835877918,7.2023884082693455,0.9733950638404845,Illegal dumping,Caution,Kerala Coast,17-05-2007,High Tide
2.709854157220861,16.507811282723786,27.02196087256438,20.068187116245213,0.5816863392625038,None,Safe,Odisha Coast,08-07-1980,Intertidal
2.0245311084286257,21.757558056753584,23.259894517007535,1.7799243753563363,0.7163893585527442,None,Safe,Kerala Coast,27-06-1987,Offshore
1.6670372465511998,44.12921810779844,26.78187586066189,9.750465822425229,0.8043607144333192,Rising sea level,Caution,Odisha Coast,24-03-1988,Low Tide
0.4209819157725085,13.476725752632474,29.017002440214572,6.627966142078333,0.4782502292109226,Rising sea level,Caution,Gujarat Coast,02-10-1992,High Tide
1.8355436075856844,27.807975014493902,30.655605791413013,55.00506176353234,1.007513193017815,None,Safe,Mumbai Coast,14-03-1985,Intertidal
1.6563468307321303,44.26699588785021,25.162447080051965,43.182758408190146,0.6764156795048766,Flooding,Dangerous,Tamil Nadu Coast,05-03-2001,Offshore
2.2463064198936022,11.039407222316955,30.63294831702332,17.790017979521288,0.7212658464483674,Algal bloom,Caution,Gujarat Coast,21-06-1983,Low Tide
1.9170851556432245,30.669794449524225,26.454956057245106,18.328641079544816,0.9401597664172051,Flooding,Dangerous,Tamil Nadu Coast,08-03-1984,High Tide
1.7694011447680063,17.234941258084817,29.008022157529155,55.5721871828938,0.8562480988658969,None,Safe,West Bengal Coast,13-03-2011,Intertidal
0.9276192685823732,22.958475978808664,26.83895236621241,61.51563820540241,0.7226952867525477,Illegal dumping,Caution,Mumbai Coast,26-09-1989,Offshore
1.512395258791091,17.39159806598859,28.517924846117154,76.34861764881971,0.7055695497574245,None,Safe,Mumbai Coast,26-08-1990,Low Tide
2.3150250097311083,16.737984336295124,30.19663564760889,-0.31599525631182823,0.41572423171522105,None,Safe,Gujarat Coast,13-03-2004,High Tide
2.9209533130578835,59.861815621526425,24.860347543582304,6.227994192235279,0.5996976782836035,None,Caution,Mumbai Coast,22-04-2019,Intertidal
1.8751005299216588,37.30746524338424,26.414169048076896,24.97610916440896,0.7976609963797515,None,Safe,Odisha Coast,03-05-2010,Offshore
2.2140445245403404,39.45538611867546,28.55048984638864,16.33608291200596,0.8032730070422432,Rising sea level,Caution,Mumbai Coast,15-09-2019,Low Tide
2.5188118067310468,32.17187489771251,33.68531903583084,1.256675440182566,0.900988529128208,Cyclone,Dangerous,Tamil Nadu Coast,07-10-1994,High Tide
1.4173442136554355,6.377776260685769,26.048268002151985,2.2636094600970544,0.7045114149532441,None,Safe,Tamil Nadu Coast,04-02-2009,Intertidal
2.199191242965861,33.43238315185643,33.057237885900335,48.04459817361689,0.4652356165400247,None,Safe,Tamil Nadu Coast,27-01-2004,Offshore
1.4979817389768082,39.05913760625712,32.83902206163995,45.06413183106384,0.8920917047985598,None,Safe,Tamil Nadu Coast,24-11-2008,Low Tide
2.542072523330494,17.54525672714506,27.91395719490844,9.934963300405364,0.9689742692043063,Illegal dumping,Caution,Odisha Coast,27-01-2008,High Tide
2.049150412379678,38.21857938724824,27.425531527242672,49.94910076669711,0.844208103956862,Cyclone,Dangerous,Kerala Coast,02-02-2003,Intertidal
2.180692964985344,35.106928210045965,26.26582703850235,17.120570694291754,0.6923826420845748,Cyclone,Dangerous,West Bengal Coast,07-01-2008,Offshore
1.5048007602746756,49.68598952565578,27.66694085277924,36.908267998890345,0.898019482914119,Algal bloom,Caution,Gujarat Coast,28-02-2010,Low Tide
2.3946820179816712,24.263505014359215,24.496253796914782,14.53020851683719,0.998322094638705,Flooding,Caution,Tamil Nadu Coast,27-07-2000,High Tide
3.309484279419268,12.805506484807884,27.70965066985994,4.579057853725547,0.7284780835045781,Cyclone,Dangerous,Mumbai Coast,25-02-1987,Intertidal
1.3563012858652643,23.99448226197079,31.46399942184871,13.651861506388451,0.47367762882411535,None,Safe,Tamil Nadu Coast,12-04-1999,Offshore
1.794672520282449,42.787043458592656,26.57006283471112,14.623560367055854,0.5933993520173432,Rising sea level,Caution,Mumbai Coast,28-02-2006,Low Tide
2.144679907805298,4.490233960705501,27.189826407138693,16.921952610580508,0.8213682741944159,Algal bloom,Caution,West Bengal Coast,26-01-1997,High Tide
2.4483169936405647,2.85396241809163,23.678503443262013,3.405505950810421,0.4201950074167514,Algal bloom,Safe,West Bengal Coast,08-01-1995,Intertidal
1.692940594717858,27.95547421729959,28.939815463447044,108.44771337912033,0.7453728142883466,Illegal dumping,Caution,West Bengal Coast,09-06-1999,Offshore
0.25742920382417783,22.670846912345848,28.758309203535333,5.23479304449209,0.7584978743481574,Flooding,Dangerous,Mumbai Coast,23-06-2006,Low Tide
2.803476159632385,27.550803053120763,28.14089978083421,5.392128133223886,0.9659414985459438,Erosion,Caution,Tamil Nadu Coast,05-06-2009,High Tide
2.4734625842954987,37.00169583884731,27.238987194844466,16.09264498273296,0.9583318379414528,Illegal dumping,Caution,West Bengal Coast,14-02-1982,Intertidal
0.9421283081876352,19.250312276509696,27.232388991287284,16.08010462204392,0.8695502167118676,None,Safe,Odisha Coast,02-06-2013,Offshore
1.5652288046724188,5.573327257993023,29.140575647428356,8.619222344662354,0.28852023023906254,None,Safe,Mumbai Coast,10-07-2002,Low Tide
2.9424902548591945,51.45848601076036,27.871630093720135,33.286814453687,0.876889425362867,Cyclone,Dangerous,Mumbai Coast,24-10-2019,High Tide
2.802164110041944,13.55425664073369,29.074637370414134,16.80991107307999,0.8409823195136359,None,Safe,Tamil Nadu Coast,18-08-1988,Intertidal
2.528446345517455,13.715556356797189,28.500968359856127,21.24863492548468,0.7498480334268874,Erosion,Caution,Mumbai Coast,13-10-2007,Offshore
1.9243326424089295,39.477125355468296,30.867716997584434,28.156310536856346,0.396072754923381,Flooding,Dangerous,Mumbai Coast,04-05-1984,Low Tide
2.0696564606132997,22.710790006401222,29.63562917533244,-1.2776894300629253,0.5585385485382605,Algal bloom,Caution,West Bengal Coast,18-10-1990,High Tide
2.0066812186517105,27.081180099646186,28.354611874475754,17.336713040087798,0.4900898946856678,Illegal dumping,Caution,Tamil Nadu Coast,07-09-2000,Intertidal
2.708478574874737,33.366678063746015,31.881663956963685,48.00822930817516,0.34137547063275087,None,Safe,West Bengal Coast,31-05-1988,Offshore
1.449200420063117,39.4909624752481,29.31128834670065,0.9716861899799931,0.6986300519434482,Algal bloom,Caution,West Bengal Coast,18-10-1982,Low Tide
1.5117659162004702,24.2302862882056,31.379807213200305,13.223792611652936,0.5794026637147034,Cyclone,Dangerous,Tamil Nadu Coast,27-11-2011,High Tide
2.6059697014779775,46.207721425684696,29.504560273773762,60.36032341187757,0.9981221176115322,Flooding,Caution,Gujarat Coast,01-08-2009,Intertidal
1.9756148465035084,0.947796165892711,23.748349099497844,10.641729454290829,0.6878067679839173,None,Safe,West Bengal Coast,25-09-2016,Offshore
2.78124968336672,35.255082526417304,31.010686799094742,15.17963880103384,0.9399864500602328,Rising sea level,Caution,Odisha Coast,10-07-1990,Low Tide
1.6119047050927098,16.981062223162663,28.46326592425353,87.60098792398348,0.4129730398939992,Cyclone,Dangerous,Odisha Coast,15-11-2001,High Tide
1.9923323549959087,43.3565485429957,27.767401570617714,5.050404109942692,0.622727783634968,Erosion,Caution,Mumbai Coast,15-07-2006,Intertidal
1.407533915835644,29.33871895314558,28.806997696028557,2.924352026144571,0.7273602289972446,Cyclone,Dangerous,Odisha Coast,26-07-2015,Offshore
2.002515019952608,19.063212906151676,27.078629850557565,43.11935673981097,0.5414619037001742,None,Safe,Mumbai Coast,07-05-2020,Low Tide
1.1315486143219702,34.546645123581484,28.102963686514574,44.342622086814515,0.6063426269742336,None,Safe,Gujarat Coast,26-10-1998,High Tide
1.7159722736056224,38.56830736451418,26.37550242398303,15.217906573679759,0.6672135908301926,None,Safe,Tamil Nadu Coast,16-07-1995,Intertidal
1.1557631814328697,35.92314231747367,31.204973998871317,17.892696794987998,0.6469049414218189,Illegal dumping,Caution,Tamil Nadu Coast,10-06-1980,Offshore
2.4203509116964206,15.613152958749357,27.713250539521532,37.26072649859319,0.9879105400973126,None,Safe,Tamil Nadu Coast,07-10-1991,Low Tide
2.5202917980831203,20.615065049631447,26.936615637697003,29.18343274733971,0.7749229185454802,Illegal dumping,Caution,Odisha Coast,08-11-2007,High Tide
0.893328731719453,27.374598122118886,25.6823407355925,7.658438715698389,0.7959779680937534,Illegal dumping,Caution,Gujarat Coast,22-09-1982,Intertidal
2.7952215712750834,24.568202689398163,28.623327098325085,2.292302110139968,0.7947452174449342,Illegal dumping,Caution,Odisha Coast,27-12-2019,Low Tide
3.425095638537159,34.69241244305542,28.416934087995692,13.18724429692833,0.8278269381823583,None,Safe,Odisha Coast,16-11-2015,Low Tide
1.9844011270972857,3.7191834967499364,29.1899783782486,42.146768372667175,0.6860825091213991,Illegal dumping,Caution,Gujarat Coast,31-07-2011,High Tide
1.6258553466367083,30.920671512799444,25.48805794317391,50.35390056555714,0.6425267398595051,None,Safe,Gujarat Coast,21-11-2014,Intertidal
3.7552027704237463,24.54921492292838,24.19253427799465,68.43666158679412,0.7222070628512008,None,Safe,Gujarat Coast,20-11-2000,Offshore
1.229512979631905,17.11070462766895,29.62622905891673,48.46751092802386,0.9048871135599328,None,Safe,Gujarat Coast,29-10-2012,Low Tide
2.030583806770092,17.692675303502668,31.751296558759122,17.811410312306094,0.8872549932977423,Rising sea level,Caution,Tamil Nadu Coast,02-12-2005,High Tide
2.092382456541998,24.268478771073596,25.450494101348177,13.745673251426988,0.6456128946807652,None,Safe,Kerala Coast,13-10-1982,Intertidal
2.7580320600206214,16.84790325530712,31.97298713026455,32.592038570540915,0.8369394171526426,Cyclone,Dangerous,Kerala Coast,18-07-2001,Offshore
2.2148918306023275,18.79676468803529,28.48246663845955,31.10018053729393,0.6569102874745051,None,Safe,Gujarat Coast,18-08-1997,Low Tide
1.7123310935428668,15.979683095608747,28.302585071396503,16.424186709537256,0.7278041890520053,None,Safe,Kerala Coast,10-08-2001,Low Tide
1.4378051119992479,33.306210753625734,26.83974882941924,1.5988350153891377,0.6060561434524362,None,Safe,Kerala Coast,16-10-1998,Intertidal
1.8036092211157708,18.656918617820057,24.193626469592736,54.72227248547672,0.6986470353862441,Erosion,Caution,Gujarat Coast,03-09-2001,Offshore
1.4189712722154662,23.941712713121902,30.504722668957584,12.28489352252519,0.9299588381044525,Cyclone,Dangerous,Kerala Coast,09-05-2003,Low Tide
2.0807128754690187,45.25004672647404,25.888406471770217,12.000351982881757,0.7159400789211956,Rising sea level,Caution,Odisha Coast,28-05-1982,High Tide
1.6723160791682292,38.514345432496654,26.403625180969957,23.714487320571685,0.7132915578817861,Algal bloom,Caution,Mumbai Coast,17-05-2005,Intertidal
1.0269811648418785,37.54380539117629,30.535831851037045,26.01416337018359,0.44085327005090985,Illegal dumping,Caution,Mumbai Coast,19-05-1993,Offshore
2.825179598317362,20.97993352608976,22.98070338279378,4.619193855462239,0.6493481791781652,Cyclone,Dangerous,Gujarat Coast,12-05-2013,Low Tide
1.6999652709732476,33.31681164785393,24.084288351163988,36.54913182477551,0.6750098619591445,Cyclone,Dangerous,Tamil Nadu Coast,04-11-2019,High Tide
1.29988707438494,24.1309929719737,28.28236938587463,6.356913025110074,0.550681957970343,Cyclone,Dangerous,Gujarat Coast,21-04-1993,Intertidal
1.9555556606529447,24.641724071004028,28.79773311406666,3.970665750878024,0.7018481417721637,None,Safe,Tamil Nadu Coast,02-05-1997,Offshore
2.04498765038047,30.377270973984757,28.911256139522617,9.330016191601825,0.6361519208373279,Erosion,Caution,Mumbai Coast,20-06-2003,Low Tide
0.8602931747232659,20.706746287267624,27.323826193834147,30.622389257313152,0.7220873759488698,Cyclone,Dangerous,Gujarat Coast,11-10-2003,High Tide
2.109857474032265,46.09399791262959,33.96155464728576,75.48108776509622,0.7127755798828028,Flooding,Dangerous,West Bengal Coast,26-09-1999,Intertidal
1.3986733808789267,25.009975102148907,27.50023952170815,38.10995074106145,0.5210464299821579,Flooding,Dangerous,Odisha Coast,12-06-1994,Offshore
3.0258596728555656,33.47851027063541,27.453138006725307,62.490595828476366,0.6212560031515724,None,Safe,Kerala Coast,24-08-1985,Low Tide
2.3266405508213195,45.32799058633048,26.09272864985723,4.7066428738760955,0.6921084946249488,Algal bloom,Caution,Tamil Nadu Coast,23-01-2013,High Tide
1.757238073761057,38.71555459035968,28.269190619586542,3.4321914356501466,0.8894709188778055,None,Safe,West Bengal Coast,05-03-1980,Intertidal
1.5470944574109848,9.532926355971819,29.25424037853599,18.750535199155685,0.755199907223377,Cyclone,Dangerous,Kerala Coast,02-12-2001,Offshore
1.9760546374129306,31.92140183948045,30.974729951515297,6.97750586376544,0.5847313318508988,Algal bloom,Caution,Kerala Coast,12-01-1987,Low Tide
2.329582031185136,37.21940212254754,24.150823524433367,37.96559039940883,0.779093806853028,Illegal dumping,Caution,Gujarat Coast,16-12-1994,High Tide
1.9567900995740508,39.5199265909396,27.38448678552378,27.201749066021694,0.9976027956857969,None,Safe,Kerala Coast,18-10-2016,Intertidal
1.8139377895500948,14.175090600735775,29.0210009510258,76.60119192881315,0.8597731620385832,None,Safe,Odisha Coast,20-07-1985,Offshore
2.0927337696325163,17.815752587915156,29.627517106424307,8.163600956200396,0.7986904311655405,Cyclone,Safe,West Bengal Coast,19-05-1987,Low Tide
1.6505015493156872,38.57278531021531,27.912835554314874,14.829606512767551,0.8469143771858616,None,Safe,Kerala Coast,10-07-2006,High Tide
1.8328087862407094,17.31738454389277,29.1802582005722,15.967228117492452,0.9551622095041142,Erosion,Caution,Gujarat Coast,25-05-1994,Intertidal
0.6841097988088933,24.28569063923493,26.256795046745175,7.069062968611661,0.8870867318008689,Erosion,Caution,Odisha Coast,20-05-1995,Offshore
2.5455514159214103,46.80144094568734,32.08678936139819,17.894921483289536,0.7960386812371069,Algal bloom,Caution,Mumbai Coast,11-06-1998,Low Tide
2.2068327988117717,26.06210941903642,30.42676839001324,12.550944322547222,0.8843151378930929,Rising sea level,Caution,West Bengal Coast,26-01-1981,High Tide
1.5941685672361265,18.11173722383723,24.3662131663168,13.285028904547687,0.5387387391799406,None,Safe,Kerala Coast,17-04-2018,Intertidal
3.05496842804237,15.86516076270441,25.274441454525025,11.007339377554832,0.4313089569493318,None,Safe,Gujarat Coast,15-10-2014,Offshore
2.086713894957811,30.418841870614695,25.60743122830971,2.213609738701993,0.7180774085338488,None,Safe,Mumbai Coast,15-01-2020,Low Tide
1.3591810580604424,10.036705999470765,29.894526651140414,15.391706963060917,0.7141199223136628,Erosion,Caution,Mumbai Coast,05-09-2014,High Tide
2.5066363557824327,23.957300316581364,24.55256141983459,8.12704835321375,0.5994341879884728,Algal bloom,Caution,Tamil Nadu Coast,18-02-1996,Intertidal
2.224507149832762,29.272427691613625,26.902064703268486,1.9191732535699335,0.8302341496020511,Algal bloom,Caution,Odisha Coast,01-10-1989,Offshore
2.294622483627011,41.76861152406909,29.092983129694698,5.257053359071713,0.3512511362001306,None,Safe,Kerala Coast,31-08-2008,Low Tide
1.7388548163692492,34.96981768932475,28.193987516655376,7.007197274396057,0.5964953278601192,None,Safe,Gujarat Coast,06-12-1996,High Tide
2.290228840484006,19.199124688713148,28.722272289495386,9.041858448006195,0.613186729554813,Illegal dumping,Caution,Tamil Nadu Coast,26-06-1988,Intertidal
1.8228050159048628,42.20733802224352,25.449883099224376,5.540714541735191,0.3942241970898134,None,Safe,Odisha Coast,10-03-1997,Offshore
2.3859962406921835,23.16939348185958,29.377137322652477,17.5381348594811,0.9637402489076519,Flooding,Dangerous,Tamil Nadu Coast,23-12-2002,Low Tide
0.8982169216970581,12.380407801296352,26.34264718504181,27.42004958931231,0.453437591570458,None,Safe,West Bengal Coast,29-09-2018,High Tide
1.7217296001940232,25.0641287829965,27.105096944365357,22.936123066982148,0.56194897283396,None,Safe,Odisha Coast,11-10-2015,Intertidal
3.069234460524744,44.4130395048462,28.552735053738942,36.234123550061256,0.8535178106763521,Algal bloom,Caution,Odisha Coast,01-07-1988,Offshore
1.569924406687193,29.94938973700888,28.1767511524746,12.69808364942783,0.8352182672671856,None,Safe,Kerala Coast,03-10-1999,Low Tide
1.6285695314870068,26.928128692425865,27.978873313828377,14.498035686221183,0.49506164785869017,Algal bloom,Caution,Odisha Coast,07-01-2015,High Tide
1.7187085628990144,47.083262466692915,26.143280833691215,34.999033278311956,0.8286804409140645,Algal bloom,Caution,Tamil Nadu Coast,20-09-1986,Intertidal
1.3143288069995709,7.71347836517847,27.455161494727665,10.230436093939698,0.7414954321569809,Cyclone,Dangerous,Odisha Coast,29-05-2012,Offshore
0.6679415764983614,12.085696454039649,27.85599362220611,24.351435019878643,0.9987788749564266,Flooding,Dangerous,Kerala Coast,09-06-2018,Low Tide
1.8582746476318956,6.621232826075966,24.54327118597,13.87470430740101,0.7760986777725875,Cyclone,Dangerous,Kerala Coast,18-08-2004,High Tide
2.089794051773392,31.370529185294753,26.652818499798798,9.553883096274053,0.6653034147799369,None,Safe,West Bengal Coast,09-07-2019,Intertidal
1.9114587485755656,28.679340229395617,29.04401846676,32.02313814895855,0.5504848520507527,Algal bloom,Caution,Tamil Nadu Coast,24-06-1987,Offshore
1.884295313871152,45.61942330331398,24.994394830300017,4.191616738430107,0.5367253419739271,Cyclone,Dangerous,Mumbai Coast,31-10-2018,Low Tide
2.0064452824333108,28.842116865829734,31.008081147835032,9.186042980018165,0.5443472235057154,None,Safe,Mumbai Coast,08-01-2010,High Tide
2.651343778601215,20.442822490195685,31.283619611122493,5.4058964899908775,0.9441048005230341,Rising sea level,Caution,Odisha Coast,29-04-2002,Intertidal
1.9430192047409902,27.920713635449346,24.70630140147934,8.211426048882158,0.6947324312060188,Cyclone,Dangerous,West Bengal Coast,23-09-2006,Offshore
1.7020994053953378,28.027310802929872,31.252382082177704,5.6516088910980145,0.8078768994961115,Erosion,Caution,Gujarat Coast,04-11-1993,Low Tide
1.7908486007056335,6.920132197092886,27.429649520936668,19.056561066986678,0.9754859766183881,Rising sea level,Caution,Odisha Coast,04-12-2020,High Tide
2.335473925967938,59.207353693223006,29.34386435192503,34.613697562898956,0.29156612229310247,None,Caution,West Bengal Coast,16-03-2002,Intertidal
2.8357177502009168,32.264555000435045,26.951997455394306,35.92864386589922,0.9268189147248502,Cyclone,Dangerous,Tamil Nadu Coast,16-09-2017,Offshore
1.6255477229050397,29.652576459729474,30.381400796867982,9.017425362499383,0.726208938240447,Flooding,Safe,Tamil Nadu Coast,17-10-2009,Low Tide
2.043157202154592,34.21382623090279,28.927812294776803,99.83588542912393,0.7926246608555754,None,Caution,Tamil Nadu Coast,07-07-1990,High Tide
2.1377380737510094,36.32728436422754,25.915262933653562,21.392759647674307,0.5430224770172549,Rising sea level,Caution,Tamil Nadu Coast,25-10-1982,Intertidal
1.4022517517758768,25.320444164704767,24.83237364293865,12.197301873548266,0.5703447207410267,Erosion,Dangerous,Tamil Nadu Coast,21-03-2000,Offshore
2.032823981949575,19.227263621150854,24.150323833777595,41.96963808970814,0.7701867288294094,None,Safe,West Bengal Coast,17-05-1981,Low Tide
1.151356003015869,33.95022117062358,28.66643655952018,29.056186516341914,0.9873063487142946,Cyclone,Dangerous,West Bengal Coast,02-12-1998,High Tide
1.0053717441410823,31.600710595340608,29.293062014739533,29.372914313583422,0.8768744618530558,Illegal dumping,Caution,Kerala Coast,24-09-2014,Intertidal
2.1873472340409528,17.601496171624095,29.512144625302184,6.274763727059314,0.9250091819638939,Cyclone,Dangerous,Mumbai Coast,23-10-2004,Offshore
1.7591427974119174,44.011795968461904,27.68198435996685,14.035955238057443,0.67539591347237,Flooding,Dangerous,Tamil Nadu Coast,30-12-1998,Low Tide
2.152245495276316,29.681830150437797,24.980638021983044,43.18410692117168,0.5992832271316002,Flooding,Dangerous,Gujarat Coast,15-04-1992,High Tide
2.0012066004295948,35.92734323298518,26.016091900279434,16.490759773725017,0.5618137956646024,None,Safe,West Bengal Coast,25-07-1980,Intertidal
1.4115725577156177,44.33547260586588,30.638178855143444,22.571774055937052,0.6321938418983759,None,Safe,Gujarat Coast,21-01-1994,Offshore
1.9383423207879291,27.985725957409077,26.828014091830717,18.530894506943007,0.3188091146243796,Algal bloom,Caution,Gujarat Coast,13-05-1996,Low Tide
1.2928439409748138,29.765093500826435,28.333503106852092,39.68815339712495,0.559291738394029,None,Safe,Gujarat Coast,20-02-2001,High Tide
2.8879932846444514,36.340127294284834,25.176668012421466,8.691867611343735,0.5793290539561546,Cyclone,Dangerous,Kerala Coast,06-04-1999,Intertidal
1.2511264167076264,18.525239058577185,28.760833451820858,19.55356951319501,0.6686477239411325,Algal bloom,Caution,West Bengal Coast,24-01-1984,Offshore
1.819985876929667,28.289461723097375,26.96964839093371,-0.9143422800038095,0.709341757468063,Flooding,Dangerous,Gujarat Coast,07-07-2001,Low Tide
1.2781495924184496,28.250947309939257,30.355388348089402,22.35021359520386,0.7793555405328643,None,Safe,Tamil Nadu Coast,13-05-1982,High Tide
2.3736483753390867,13.661792016059437,29.780734203582774,29.384448387410526,0.7057341574720012,None,Safe,Odisha Coast,22-08-1987,Intertidal
1.8311250903774532,54.64595594227215,26.997473762288756,-0.6953151423162309,0.5871081028692356,None,Caution,Gujarat Coast,13-04-2000,Offshore
1.7761101759251892,10.564008949676143,27.76587323043338,25.759166776154217,0.36117991943722433,Cyclone,Dangerous,Kerala Coast,21-12-2003,High Tide
2.469621659459357,11.691472460614005,26.801078285800404,11.363123329843928,0.6267520622911841,None,Safe,West Bengal Coast,03-01-1994,High Tide
1.9946496584709028,42.66729825593127,24.316435212410955,3.432770126015484,0.5042562819824812,Cyclone,Dangerous,Kerala Coast,26-11-2013,Intertidal
