tide_height,wind_speed,sea_temp,rainfall,mangrove_index,past_event,risk_level,region_name,timestamp___date,tide_zone
1.94,37.1,26.3,24.8,0.79,None,Safe,Odisha Coast,03-05-2010,Offshore
2.2,40.2,28.5,17.2,0.78,Rising sea level,Caution,Mumbai Coast,15-09-2019,Low Tide
2.57,32.9,34,0.4,0.92,Cyclone,Dangerous,Tamil Nadu Coast,07-10-1994,High Tide
1.51,7.7,25.8,1.4,0.68,None,Safe,Tamil Nadu Coast,04-02-2009,Intertidal
2.22,31.7,33.1,48.2,0.45,None,Safe,Tamil Nadu Coast,27-01-2004,Offshore
1.56,39.9,33,44.7,0.89,None,Safe,Tamil Nadu Coast,24-11-2008,Low Tide
2.52,16.8,27.8,9.7,0.96,Illegal dumping,Caution,Odisha Coast,27-01-2008,High Tide
2.09,38.6,27.3,48.8,0.86,Cyclone,Dangerous,Kerala Coast,02-02-2003,Intertidal
2.18,35.5,26.3,19.8,0.67,Cyclone,Dangerous,West Bengal Coast,07-01-2008,Offshore
1.53,49.2,27.8,36.1,0.89,Algal bloom,Caution,Gujarat Coast,28-02-2010,Low Tide
2.42,22,24.5,12.3,1,Flooding,Dangerous,Tamil Nadu Coast,27-07-2000,High Tide
3.25,13.8,27.8,2.6,0.72,Cyclone,Dangerous,Mumbai Coast,25-02-1987,Intertidal
1.4,22.7,31.7,12.5,0.46,None,Safe,Tamil Nadu Coast,12-04-1999,Offshore
1.8,44.2,26.5,13.4,0.59,Rising sea level,Caution,Mumbai Coast,28-02-2006,Low Tide
2.14,5.1,27.4,17.6,0.81,Algal bloom,Caution,West Bengal Coast,26-01-1997,High Tide
2.47,2.2,23.7,2.5,0.41,Algal bloom,Caution,West Bengal Coast,08-01-1995,Intertidal
1.66,28.1,28.9,104.6,0.73,Illegal dumping,Caution,West Bengal Coast,09-06-1999,Offshore
0.3,21.7,28.7,6.2,0.77,Flooding,Dangerous,Mumbai Coast,23-06-2006,Low Tide
2.82,27.1,28.2,4.9,0.98,Erosion,Caution,Tamil Nadu Coast,05-06-2009,High Tide
2.46,38.3,27.5,16.5,0.94,Illegal dumping,Caution,West Bengal Coast,14-02-1982,Intertidal
0.95,20.4,27.3,17,0.86,None,Safe,Odisha Coast,02-06-2013,Offshore
1.64,4.5,29.3,12.7,0.31,None,Safe,Mumbai Coast,10-07-2002,Low Tide
2.94,51.5,27.9,32.5,0.87,Cyclone,Dangerous,Mumbai Coast,24-10-2019,High Tide
2.87,15,28.8,16,0.83,None,Safe,Tamil Nadu Coast,18-08-1988,Intertidal
2.56,14.3,28.5,20.7,0.75,Erosion,Caution,Mumbai Coast,13-10-2007,Offshore
1.89,40.2,30.8,28.3,0.39,Flooding,Dangerous,Mumbai Coast,04-05-1984,Low Tide
2.05,22.4,29.7,0.6,0.56,Algal bloom,Caution,West Bengal Coast,18-10-1990,High Tide
1.92,26.2,28.5,18.6,0.49,Illegal dumping,Caution,Tamil Nadu Coast,07-09-2000,Intertidal
2.68,32.8,31.8,47.4,0.34,None,Safe,West Bengal Coast,31-05-1988,Offshore
1.47,40,29.1,0.4,0.7,Algal bloom,Caution,West Bengal Coast,18-10-1982,Low Tide
1.52,23,31.3,11.4,0.56,Cyclone,Dangerous,Tamil Nadu Coast,27-11-2011,High Tide
2.61,45.2,29.5,57.3,1,None,Caution,Gujarat Coast,01-08-2009,Intertidal
1.97,1.4,23.4,9.6,0.67,None,Safe,West Bengal Coast,25-09-2016,Offshore
2.83,36.1,31.3,13.5,0.93,Rising sea level,Caution,Odisha Coast,10-07-1990,Low Tide
1.6,16.9,28.3,87.8,0.42,Cyclone,Dangerous,Odisha Coast,15-11-2001,High Tide
1.97,43.5,27.9,4.9,0.6,Erosion,Caution,Mumbai Coast,15-07-2006,Intertidal
1.45,28.7,28.7,1.5,0.72,Cyclone,Dangerous,Odisha Coast,26-07-2015,Offshore
2,18.9,27.1,43.2,0.54,None,Safe,Mumbai Coast,07-05-2020,Low Tide
1.11,35,28.6,44.6,0.62,None,Safe,Gujarat Coast,26-10-1998,High Tide
1.71,37.7,26.5,14.1,0.66,None,Safe,Tamil Nadu Coast,16-07-1995,Intertidal
1.14,34.7,31.2,15.9,0.66,Illegal dumping,Caution,Tamil Nadu Coast,10-06-1980,Offshore
2.42,14.6,27.7,39.7,1,None,Safe,Tamil Nadu Coast,07-10-1991,Low Tide
2.43,21.2,27,29.5,0.77,Illegal dumping,Caution,Odisha Coast,08-11-2007,High Tide
0.96,27,25.7,6.8,0.79,Illegal dumping,Caution,Gujarat Coast,22-09-1982,Intertidal
2.8,26.5,28.7,0.4,0.8,Illegal dumping,Caution,Odisha Coast,27-12-2019,Offshore
3.5,36,28.5,14.4,0.81,None,Safe,Odisha Coast,16-11-2015,Low Tide
2.03,2.8,29,43.1,0.69,Illegal dumping,Caution,Gujarat Coast,31-07-2011,High Tide
1.62,31,25.4,49.8,0.64,None,Safe,Gujarat Coast,21-11-2014,Intertidal
3.69,23.5,24,68.8,0.73,None,Safe,Gujarat Coast,20-11-2000,Offshore
1.21,16.9,29.6,46.6,0.91,None,Safe,Gujarat Coast,29-10-2012,Low Tide
2.01,18.1,31.7,19.1,0.9,Rising sea level,Caution,Tamil Nadu Coast,02-12-2005,High Tide
2.11,24.4,25.4,12.9,0.66,None,Safe,Kerala Coast,13-10-1982,Intertidal
2.81,16.2,32,32.8,0.84,Cyclone,Dangerous,Kerala Coast,18-07-2001,Offshore
2.22,18.6,28.7,29.6,0.66,None,Safe,Gujarat Coast,18-08-1997,Low Tide
1.7,16.5,28,17,0.71,None,Safe,Kerala Coast,10-08-2001,High Tide
1.43,33.4,27,2,0.61,None,Safe,Kerala Coast,16-10-1998,Intertidal
1.79,17.3,24.5,57.3,0.67,Erosion,Caution,Gujarat Coast,03-09-2001,Offshore
1.4,24.4,30.5,13.4,0.94,Cyclone,Dangerous,Kerala Coast,09-05-2003,Low Tide
2.03,45.5,26.1,9.9,0.72,Rising sea level,Caution,Odisha Coast,28-05-1982,High Tide
1.66,38.9,26.1,21.8,0.72,Algal bloom,Caution,Mumbai Coast,17-05-2005,Intertidal
1.1,37.8,30.5,24.6,0.44,Illegal dumping,Caution,Mumbai Coast,19-05-1993,Offshore
2.75,21,23.3,5.2,0.64,Cyclone,Dangerous,Gujarat Coast,12-05-2013,Low Tide
1.7,33.5,24.2,39.9,0.66,Cyclone,Dangerous,Tamil Nadu Coast,04-11-2019,High Tide
1.24,24.2,28,7.5,0.55,Cyclone,Dangerous,Gujarat Coast,21-04-1993,Intertidal
1.9,24.6,28.7,4.5,0.7,None,Safe,Tamil Nadu Coast,02-05-1997,Offshore
2.04,31.9,29.2,11.5,0.62,Erosion,Caution,Mumbai Coast,20-06-2003,Low Tide
0.95,19.8,27.2,28.9,0.71,Cyclone,Dangerous,Gujarat Coast,11-10-2003,High Tide
2.2,44.9,34.3,74,0.72,Flooding,Dangerous,West Bengal Coast,26-09-1999,Intertidal
1.37,25.1,27.4,36.5,0.53,Flooding,Dangerous,Odisha Coast,12-06-1994,Offshore
3.03,34.4,27.4,62,0.63,None,Safe,Kerala Coast,24-08-1985,Low Tide
2.31,44.5,26,3.3,0.71,Algal bloom,Caution,Tamil Nadu Coast,23-01-2013,High Tide
1.76,39.4,28.3,1.6,0.91,None,Safe,West Bengal Coast,05-03-1980,Intertidal
1.55,10.1,29.5,17.9,0.75,Cyclone,Dangerous,Kerala Coast,02-12-2001,Offshore
1.94,32.3,31,7.5,0.58,Algal bloom,Caution,Kerala Coast,12-01-1987,Low Tide
2.37,37.2,24.3,38.7,0.77,Illegal dumping,Caution,Gujarat Coast,16-12-1994,High Tide
1.98,37.7,27.4,24.5,1,None,Safe,Kerala Coast,18-10-2016,Intertidal
1.87,13.6,29.1,77.7,0.87,None,Safe,Odisha Coast,20-07-1985,Offshore
2.04,19.1,29.5,6.5,0.8,None,Safe,West Bengal Coast,19-05-1987,Low Tide
1.64,38.9,28,14.6,0.83,None,Safe,Kerala Coast,10-07-2006,High Tide
1.79,17.9,29.4,15.3,0.96,Erosion,Caution,Gujarat Coast,25-05-1994,Intertidal
0.75,23.4,26,6,0.89,Erosion,Caution,Odisha Coast,20-05-1995,Offshore
2.58,45.9,31.9,19.6,0.8,Algal bloom,Caution,Mumbai Coast,11-06-1998,Low Tide
2.18,26.4,30.5,12.9,0.89,Rising sea level,Caution,West Bengal Coast,26-01-1981,High Tide
1.54,18.3,24.6,13,0.51,None,Safe,Kerala Coast,17-04-2018,Intertidal
3.14,16.5,25.3,9.9,0.43,None,Safe,Gujarat Coast,15-10-2014,Offshore
2.05,31,25.4,0.4,0.73,None,Safe,Mumbai Coast,15-01-2020,Low Tide
1.38,11,29.7,16.2,0.71,Erosion,Caution,Mumbai Coast,05-09-2014,High Tide
2.51,24,24.8,9,0.6,Algal bloom,Caution,Tamil Nadu Coast,18-02-1996,Intertidal
2.24,31,27.2,0,0.85,Algal bloom,Caution,Odisha Coast,01-10-1989,Offshore
2.24,42.6,29.1,8.1,0.36,None,Safe,Kerala Coast,31-08-2008,Low Tide
1.74,35,27.8,7.2,0.6,None,Safe,Gujarat Coast,06-12-1996,High Tide
2.27,18.4,28.6,11,0.61,Illegal dumping,Caution,Tamil Nadu Coast,26-06-1988,Intertidal
1.84,41.1,25.3,3.1,0.41,None,Safe,Odisha Coast,10-03-1997,Offshore
2.33,23.4,29.5,15.6,0.97,Flooding,Dangerous,Tamil Nadu Coast,23-12-2002,Low Tide
0.86,12.2,26.5,25.9,0.46,None,Safe,West Bengal Coast,29-09-2018,High Tide
1.74,24.9,27.2,21.9,0.59,None,Safe,Odisha Coast,11-10-2015,Intertidal
3.03,44.3,28.6,35.8,0.86,Algal bloom,Caution,Odisha Coast,01-07-1988,Offshore
1.54,29,28.3,13.2,0.82,None,Safe,Kerala Coast,03-10-1999,Low Tide
1.64,27.2,28.1,16.1,0.5,Algal bloom,Caution,Odisha Coast,07-01-2015,High Tide
1.73,46.6,26.1,36.6,0.82,Algal bloom,Caution,Tamil Nadu Coast,20-09-1986,Intertidal
1.27,9.8,27.3,12.3,0.75,Cyclone,Dangerous,Odisha Coast,29-05-2012,Offshore
0.68,11.6,28,26.6,1,Flooding,Dangerous,Kerala Coast,09-06-2018,Low Tide
1.86,7.6,24.6,12.5,0.77,Cyclone,Dangerous,Kerala Coast,18-08-2004,High Tide
2.08,31.5,26.8,11.9,0.67,None,Safe,West Bengal Coast,09-07-2019,Intertidal
1.97,29,29,31.4,0.55,Algal bloom,Caution,Tamil Nadu Coast,24-06-1987,Offshore
1.91,45.5,24.8,4.2,0.57,Cyclone,Dangerous,Mumbai Coast,31-10-2018,Low Tide
2.03,29.9,30.9,9.1,0.55,None,Safe,Mumbai Coast,08-01-2010,High Tide
2.61,22.2,31.2,5.6,0.95,Rising sea level,Caution,Odisha Coast,29-04-2002,Intertidal
1.89,27,24.9,9.8,0.7,Cyclone,Dangerous,West Bengal Coast,23-09-2006,Offshore
1.66,28.4,31.4,5.8,0.8,Erosion,Caution,Gujarat Coast,04-11-1993,Low Tide
1.83,6.9,27.6,19.1,0.97,Rising sea level,Caution,Odisha Coast,04-12-2020,High Tide
2.35,59.5,29,35.2,0.28,None,Caution,West Bengal Coast,16-03-2002,Intertidal
2.85,33.2,26.8,34,0.93,Cyclone,Dangerous,Tamil Nadu Coast,16-09-2017,Offshore
1.62,29.5,30.3,10,0.71,None,Safe,Tamil Nadu Coast,17-10-2009,Low Tide
2.06,34.4,29,98.7,0.78,None,Caution,Tamil Nadu Coast,07-07-1990,High Tide
2.2,35.5,26,19.8,0.55,Rising sea level,Caution,Tamil Nadu Coast,25-10-1982,Intertidal
1.4,25.3,25.1,11.2,0.56,Flooding,Dangerous,Tamil Nadu Coast,21-03-2000,Offshore
2.01,19.4,24.3,39.7,0.79,None,Safe,West Bengal Coast,17-05-1981,Low Tide
1.12,34.2,28.5,28.8,1,Cyclone,Dangerous,West Bengal Coast,02-12-1998,High Tide
0.94,31.6,29.4,30.4,0.88,Illegal dumping,Caution,Kerala Coast,24-09-2014,Intertidal
2.22,17.3,29.6,4.8,0.93,Cyclone,Dangerous,Mumbai Coast,23-10-2004,Offshore
1.77,44,27.7,13.9,0.67,Flooding,Dangerous,Tamil Nadu Coast,30-12-1998,Low Tide
2.12,30.5,25.1,43.5,0.59,Flooding,Dangerous,Gujarat Coast,15-04-1992,High Tide
1.99,35.8,26.3,15.4,0.56,None,Safe,West Bengal Coast,25-07-1980,Intertidal
1.41,43.7,30.9,25.3,0.61,None,Safe,Gujarat Coast,21-01-1994,Offshore
1.97,27.3,26.8,19.5,0.33,Algal bloom,Caution,Gujarat Coast,13-05-1996,Low Tide
1.26,30.8,28.4,40.6,0.57,None,Safe,Gujarat Coast,20-02-2001,High Tide
2.83,36.7,25.3,7.4,0.6,Cyclone,Dangerous,Kerala Coast,06-04-1999,Intertidal
1.19,18.3,28.8,18.8,0.67,Algal bloom,Caution,West Bengal Coast,24-01-1984,Offshore
1.88,27.6,26.9,2.9,0.72,Flooding,Dangerous,Gujarat Coast,07-07-2001,Low Tide
1.37,28.5,30.6,25.8,0.77,None,Safe,Tamil Nadu Coast,13-05-1982,High Tide
2.34,15.5,29.9,29,0.7,None,Safe,Odisha Coast,22-08-1987,Intertidal
1.8,54.8,26.8,1,0.6,None,Caution,Gujarat Coast,13-04-2000,Offshore
1.69,10.1,27.7,24.8,0.35,Cyclone,Dangerous,Kerala Coast,21-12-2003,Low Tide
2.51,11.4,26.6,11.8,0.6,None,Safe,West Bengal Coast,03-01-1994,High Tide
2.02,42.8,24.5,2.9,0.52,Cyclone,Dangerous,Kerala Coast,26-11-2013,Intertidal
2.31,35.6,25.9,12,0.78,None,Safe,Gujarat Coast,24-06-1996,Offshore
1.41,14.7,28.5,4.8,0.86,Cyclone,Dangerous,West Bengal Coast,23-10-1984,Low Tide
1.16,34.3,28.8,11.8,0.87,None,Safe,Odisha Coast,29-07-2020,High Tide
2.06,44.6,28.4,10.7,0.84,Cyclone,Dangerous,Gujarat Coast,26-09-2000,Intertidal
1.81,26.6,27.2,29.5,0.68,None,Safe,Kerala Coast,14-06-1997,Offshore
2.38,58.2,30.3,32.7,0.61,None,Caution,Mumbai Coast,14-11-1998,Low Tide
1.95,6.3,28.2,20.5,0.57,Rising sea level,Caution,Tamil Nadu Coast,05-08-1984,High Tide
2.12,35.3,29.8,0.5,0.43,None,Safe,Kerala Coast,16-11-1988,Intertidal
1.03,41,23.6,58.8,0.88,Algal bloom,Caution,West Bengal Coast,10-09-1992,Offshore
3.13,37.7,18.2,25.5,0.67,Rising sea level,Caution,Gujarat Coast,25-11-1982,Low Tide
1.9,24.5,28.7,0.8,0.48,Cyclone,Dangerous,Tamil Nadu Coast,04-04-1998,High Tide
2.42,23.5,24.4,37.6,0.55,Rising sea level,Caution,Gujarat Coast,18-11-2016,Intertidal
1.5,32.3,27.5,4.9,0.54,None,Safe,West Bengal Coast,22-02-2007,Offshore
2.18,36.8,27.2,19,0.71,None,Safe,Gujarat Coast,03-07-2011,Low Tide
1.22,34.2,32,13.8,0.89,None,Safe,Mumbai Coast,23-08-1988,High Tide
2.27,39.5,29,12,0.64,None,Safe,Tamil Nadu Coast,12-03-1996,Intertidal
1.79,14.8,28.4,48.5,0.29,None,Safe,Tamil Nadu Coast,13-08-2009,Offshore
2.02,24.3,30.1,12.7,0.67,None,Safe,West Bengal Coast,25-11-2009,Low Tide
2.42,15.7,28.9,1.7,0.67,Algal bloom,Caution,Mumbai Coast,09-10-2020,High Tide
1.26,22.4,26.9,64.5,0.66,Rising sea level,Caution,Kerala Coast,20-10-2006,Intertidal
1.59,39.2,30.7,55.7,0.59,None,Safe,Gujarat Coast,22-10-2010,Offshore
2.27,28.3,25.2,25.4,0.74,None,Safe,Odisha Coast,17-05-1987,Low Tide
3.26,58.3,28.8,13.9,0.71,None,Dangerous,Gujarat Coast,27-10-2015,High Tide
1.92,29.3,24.1,2.1,0.7,None,Safe,Gujarat Coast,09-07-2016,Intertidal
2.35,27.7,28.5,34.4,0.77,Flooding,Dangerous,Kerala Coast,21-02-2018,Offshore
1.94,28.3,28.5,1.7,0.62,None,Safe,Gujarat Coast,06-12-1989,Low Tide
3.17,19.3,32.2,1.6,0.61,None,Safe,Mumbai Coast,28-02-2006,High Tide
0.95,26.3,24.1,17,0.95,Algal bloom,Caution,Mumbai Coast,08-11-2007,Intertidal
2.06,40.5,26.5,3.8,0.8,Rising sea level,Caution,Tamil Nadu Coast,03-12-1994,Offshore
1.02,28.4,30.1,0.2,0.85,Cyclone,Dangerous,West Bengal Coast,21-07-1984,Low Tide
0.5,17.5,28.8,12.1,0.92,Cyclone,Dangerous,Odisha Coast,13-08-2006,High Tide
2.18,15.9,28.5,3.2,0.79,None,Safe,Gujarat Coast,04-01-2008,Intertidal
2.08,21.6,25.6,3.8,0.87,None,Safe,Gujarat Coast,24-04-1995,Offshore
1.83,27.9,26.5,1.8,0.42,None,Safe,Kerala Coast,21-06-2011,Low Tide
1.94,41.3,31.1,5,0.74,None,Safe,West Bengal Coast,21-07-2008,High Tide
3.86,10.9,27.9,27.7,0.67,Rising sea level,Caution,Mumbai Coast,28-03-2000,Intertidal
1.85,23.2,28.9,36.4,1,Cyclone,Dangerous,Odisha Coast,01-07-2017,Offshore
2.31,28.7,27.7,13.3,0.87,None,Safe,Tamil Nadu Coast,23-06-2017,Low Tide
1.61,5,25,15.5,0.59,None,Safe,Mumbai Coast,30-07-1983,High Tide
2.18,17,30.3,0.7,0.77,None,Safe,West Bengal Coast,17-06-2013,Intertidal
1.86,18.8,29.3,1.6,0.73,Cyclone,Dangerous,Tamil Nadu Coast,21-07-1998,Offshore
1.75,17.4,33.8,6.6,0.78,None,Safe,Kerala Coast,02-10-2009,Low Tide
3.09,29.3,25.5,17.3,0.52,None,Safe,Kerala Coast,21-04-2016,High Tide
2.71,25.1,30.1,29.6,0.76,Cyclone,Dangerous,Gujarat Coast,21-01-1996,Intertidal
2.08,20.3,24.7,20.4,0.66,None,Safe,West Bengal Coast,09-12-2005,Offshore
0.62,32.1,28.4,11,0.75,None,Safe,Odisha Coast,09-08-2000,Low Tide
1.78,47.7,30.4,2.8,0.57,None,Caution,Tamil Nadu Coast,15-05-2004,High Tide
3.62,46.7,22.8,33.4,0.59,None,Caution,Mumbai Coast,07-04-1995,Intertidal
1.86,3.9,27.5,9.9,0.91,None,Safe,West Bengal Coast,21-02-1995,Offshore
2.66,33.9,26.6,29.3,0.51,None,Safe,West Bengal Coast,02-06-2015,Low Tide
2.87,24.9,26.2,15.8,0.52,Flooding,Dangerous,Kerala Coast,31-01-1992,High Tide
2.13,28.9,29,29.5,0.69,Algal bloom,Caution,Gujarat Coast,06-04-1990,Intertidal
1.49,22.2,30.8,52.3,0.56,Cyclone,Dangerous,Gujarat Coast,31-01-2017,Offshore
0.54,28.4,27.7,55.9,0.54,Erosion,Caution,Tamil Nadu Coast,07-07-2015,Low Tide
2.41,28.8,28.5,16.9,0.72,None,Safe,Kerala Coast,25-10-1981,High Tide
1.51,20.1,28.3,15.8,0.43,Rising sea level,Caution,West Bengal Coast,21-06-1985,Intertidal
2.11,16.2,28,6.8,0.52,None,Safe,Odisha Coast,20-11-2001,Offshore
1.25,21.6,25.3,60.4,1,None,Safe,Kerala Coast,11-11-2011,Low Tide
1.84,29.8,30.8,13.5,0.78,None,Safe,Tamil Nadu Coast,04-09-2012,High Tide
2.02,34.2,28.7,3,0.57,None,Safe,Tamil Nadu Coast,09-02-2018,Intertidal
2.16,37.2,29,12.5,0.78,Illegal dumping,Caution,Kerala Coast,04-02-1984,Offshore
1.33,21.1,26,3,0.8,None,Safe,Tamil Nadu Coast,17-01-1989,Low Tide
2.72,30.4,26.9,15.4,0.88,None,Safe,Kerala Coast,21-04-1990,High Tide
1.64,38.6,27.6,18.1,0.68,None,Safe,Mumbai Coast,29-04-1994,Intertidal
1,41,24.2,9.1,0.88,None,Safe,Kerala Coast,27-01-1985,Offshore
1.93,26.3,23.8,1.6,0.33,None,Safe,Kerala Coast,21-10-2017,Low Tide
2.02,24.3,26.5,63.2,0.51,None,Safe,Tamil Nadu Coast,11-01-1998,High Tide
2.1,29.3,29.3,32.7,0.73,None,Safe,Tamil Nadu Coast,09-03-2015,Intertidal
2.82,13.2,26.4,40.2,0.76,Erosion,Caution,Gujarat Coast,15-07-1983,Offshore
1.86,24.7,25.5,10.1,0.54,None,Safe,Gujarat Coast,21-10-1989,Low Tide
1.93,35.9,26,31.5,0.75,None,Safe,Mumbai Coast,23-11-2011,High Tide
1.34,34.7,26.9,14.6,0.59,Cyclone,Dangerous,Gujarat Coast,06-09-2000,Intertidal
2.49,23.8,27.1,4.9,0.65,Illegal dumping,Caution,Kerala Coast,07-12-1999,Offshore
2.11,29.6,33.4,2.9,0.88,None,Safe,Tamil Nadu Coast,24-06-1984,Low Tide
1.75,17.1,30.6,9.3,0.86,None,Safe,Gujarat Coast,13-02-1990,High Tide
0.86,35.4,30.6,3.3,0.52,Illegal dumping,Caution,Gujarat Coast,22-08-2010,Intertidal
2.87,26.1,30.9,139.9,0.51,None,Caution,Mumbai Coast,22-01-2011,Offshore
1.26,23.7,25.5,1.1,0.63,Cyclone,Dangerous,West Bengal Coast,29-11-1981,Low Tide
1.65,22.7,24.9,12.8,0.7,None,Safe,Mumbai Coast,05-05-2008,High Tide
2.22,26.2,25.2,13.2,0.58,Rising sea level,Caution,Kerala Coast,24-08-2013,Intertidal
1.28,21.6,31.3,7.9,0.89,Illegal dumping,Caution,Tamil Nadu Coast,20-12-1992,Offshore
1.1,34.9,26.6,18.6,0.76,Flooding,Dangerous,Mumbai Coast,07-11-2019,Low Tide
0.73,22.3,24.9,3.6,0.77,None,Safe,Gujarat Coast,29-12-2017,High Tide
2.43,46.1,26.9,33.7,0.47,None,Caution,Tamil Nadu Coast,04-05-1982,Intertidal
1.67,44.6,27.4,8.9,0.91,None,Safe,Tamil Nadu Coast,09-05-2002,Offshore
3.76,16.3,28.7,19.7,0.19,Rising sea level,Caution,Gujarat Coast,12-01-1996,Low Tide
1.4,27.8,28.6,27.7,0.85,Rising sea level,Caution,Mumbai Coast,28-03-2000,High Tide
